placeId,name,categoryMain,categoryMid,categorySub,placeType,placeKind,placeRank,mainActivity,functionTags,roadAddress,jibunAddress,latitude,longitude,indoorOutdoor,indoorOutdoorCode,capacity,parkingCapacity,publicFacilities,accidentSummary1km,accidentSummaryNews,isIsland,islandName,ferryPort,ferryMinutes,halfDayRequired,feeGeneral,feeDisabled,openHours,closedDays,durationMin,homepage,eventStatus2026,eventMonthStart,eventMonthEnd,eventDate2026,eventScheduleConfidence,eventPeriodNote,recommendable,recommendExcludeReason,ferryTrips,islandAccessNote,facilityNature,note
P296,한림공원 튤립축제,문화·전시,축제·행사,지역행사,Event,EVENT,RELATED·LOCAL,행사참여·관람,"행사,체험",제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487,33.3879944,126.2397837,실외,OUTDOOR,3181,800,주차장+화장실+매표소+쉼터+수하물보관소,"낙상(51), 교통사고(23), 기타 둔상(5)",,UNKNOWN,,,,,,,,,,,○,3,4,,SEASONAL_ONLY,한림공원 튤립 개화기,N,"2026년 구체 일정 미공표 — 개최 시기만 추정, 추천 제외",,,,UNKNOWN
P297,한림공원국화축제,문화·전시,축제·행사,지역행사,Event,EVENT,RELATED·LOCAL,행사참여·관람,"행사,체험",제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487,33.3902248,126.2396911,실외,OUTDOOR,3181,800,주차장+화장실+매표소+쉼터+수하물보관소,"낙상(51), 교통사고(23), 기타 둔상(5)",,UNKNOWN,,,,,,,,,,,○,10,11,,SEASONAL_ONLY,한림공원 국화 개화기,N,"2026년 구체 일정 미공표 — 개최 시기만 추정, 추천 제외",,,,UNKNOWN
P298,한림공원매화축제,문화·전시,축제·행사,지역행사,Event,EVENT,RELATED·LOCAL,행사참여·관람,"행사,체험",제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487,33.389496,126.239685,실외,OUTDOOR,3181,800,주차장+화장실+매표소+쉼터+수하물보관소,"낙상(51), 교통사고(23), 기타 둔상(5)",,UNKNOWN,,,,,,,,,,,○,1,3,,SEASONAL_ONLY,한림공원 매화 개화기,N,"2026년 구체 일정 미공표 — 개최 시기만 추정, 추천 제외",,,,UNKNOWN
P299,해녀의부엌,상업·쇼핑,식음료,음식점,Place,SPOT,LOCAL,식음료,식음료,제주특별자치도 제주시 구좌읍 해맞이해안로 2265 해녀의부엌,제주특별자치도 제주시 구좌읍 종달리 477-16,33.4977915669711,126.912298334864,실내,INDOOR,92,UNKNOWN,주차장+화장실+식음료시설,"교통사고(29), 낙상(11), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P300,해맞이해안도로,자연관광,트레일·산책로,해안산책로,Area,AREA,LOCAL,산책·트레킹,"도보,해안경관",도로명주소미보유,제주특별자치도 제주시 구좌읍 종달리 572-2,33.4943894335124,126.909143748498,실외,OUTDOOR,10000,UNKNOWN,주차장+화장실+쉼터,"교통사고(29), 낙상(11), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P301,협자연대,문화·전시,문화유산,역사유적,Place,SPOT,LOCAL,관람,역사문화,도로명주소미보유,제주특별자치도 서귀포시 성산읍 고성리 57-1,33.42636,126.932237,실외,OUTDOOR,17,UNKNOWN,안내시설,"낙상(94), 교통사고(37), 기타 둔상(20)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P302,화순리 유채꽃길,자연관광,자연경관,일반자연관광,Place,SPOT,LOCAL,경관감상·산책,"자연경관,야외",도로명주소미보유,제주특별자치도 서귀포시 안덕면 화순리 1230-4,33.25176,126.33404,실외,OUTDOOR,3000,UNKNOWN,UNKNOWN,"교통사고(24), 낙상(17), 기타 둔상(10)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P303,황금굴(한림공원),자연관광,지질·특수자원,동굴,Place,SPOT,RELATED·LOCAL,경관감상·탐방,"자연경관,야외",제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487,33.3879944,126.2397837,실내,INDOOR,0,800,주차장+화장실+안내시설,"낙상(51), 교통사고(23), 기타 둔상(5)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P304,애월해안도로,자연관광,트레일·산책로,해안산책로,Area,AREA,CENTRAL·RELATED,산책·트레킹,"도보,해안경관",제주특별자치도 제주시 애월읍 애월해안로,제주특별자치도 제주시 애월읍 신엄리 2791-3,33.4788055,126.3572977,실외,OUTDOOR,10000,UNKNOWN,주차장+화장실,"교통사고(349), 낙상(204), 기타 둔상(48)",지역주민(1): 야간위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P305,제주국제컨벤션센터 icc,문화·전시,전시·행사,회의·전시,Place,SPOT,CENTRAL,회의·전시,실내,제주특별자치도 서귀포시 중문관광로 224,제주특별자치도 서귀포시 중문동 2700,33.241365,126.424515,실내,INDOOR,4300,400,주차장+화장실+무선인터넷+편의점+엘리베이터,"낙상(52), 교통사고(27), 기타 둔상(9)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P306,1112도로,자연관광,자연경관,일반자연관광,Area,AREA,LOCAL,경관감상·산책,"자연경관,야외",제주특별자치도 제주시 명림로 584,제주특별자치도 제주시 봉개동 산 78-1,33.43926,126.628326,실외,OUTDOOR,6465,UNKNOWN,UNKNOWN,"낙상(24), 교통사고(22), 추락(2)",불특정다수(1): 기상위험(1) / 미상(1): 교통위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P307,개월이 오름,자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 제주시 봉개동 산 78-1,33.4288711,126.6289409,실외,OUTDOOR,500,UNKNOWN,UNKNOWN,"낙상(24), 교통사고(22), 추락(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P308,성읍목장,자연관광,자연경관,일반자연관광,Place,SPOT,LOCAL,경관감상·산책,"자연경관,야외",도로명주소미보유,제주특별자치도 서귀포시 표선면 성읍리 1734,33.404229503,126.791785999,실외,OUTDOOR,1000,20,주차장,"낙상(31), 교통사고(19), 기타 둔상(5)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P309,장생의 숲길,자연관광,트레일·산책로,숲길트레일,Place,SPOT,LOCAL,산책·트레킹,"도보,숲",제주특별자치도 제주시 명림로 584,제주특별자치도 제주시 봉개동 산78-1,33.439518,126.629404,실외,OUTDOOR,2000,100,주차장+화장실+매표소+쉼터+안내소,"낙상(24), 교통사고(22), 추락(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P310,제주곶자왈도립공원,자연관광,숲·공원,숲길트레일,Place,SPOT,LOCAL,산책·트레킹,"도보,숲",제주특별자치도 서귀포시 대정읍 에듀시티로 178,제주특별자치도 서귀포시 대정읍 보성리 산 1,33.282955,126.27152,실외,OUTDOOR,3000,35,주차장+화장실+안내소+식음료시설,"낙상(17), 교통사고(4), 열상(2)",지역주민(1): 미끄럼/낙상(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P311,강정천유원지,자연관광,자연경관,일반자연관광,Place,SPOT,LOCAL,경관감상·산책,"자연경관,야외",제주특별자치도 서귀포시 강정통물로,제주특별자치도 서귀포시 강정동 3009,33.2356507,126.4762431,실외,OUTDOOR,700,82,주차장+화장실+안내시설+쉼터,"낙상(47), 교통사고(27), 기타 둔상(11)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P312,남원큰엉해변,자연관광,해양,해변,Place,SPOT,LOCAL,산책·해변활동,"해양경관,야외",제주특별자치도 서귀포시 남원읍 태위로 522-17,제주특별자치도 서귀포시 남원읍 남원리 2379-3,33.273379,126.703754,실외,OUTDOOR,4508,8,주차장+화장실+쉼터,"낙상(31), 교통사고(19), 기타 둔상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P313,비양도등대,자연관광,해양,해안경관,Place,SPOT,LOCAL,경관감상·산책,"해양경관,야외",도로명주소 미보유,제주특별자치도 제주시 우도면 연평리 1,33.514991,126.969282,실외,OUTDOOR,1000,50,주차장+화장실,"교통사고(163), 낙상(50), 동물/곤충(12)","지역주민(2): 익수위험(1), 해양사고(1)",Y,우도,성산항,15.0,Y,,,,,,,UNKNOWN,,,,,,Y,,수시(성수기 30분 간격),여객선 필수 — 풍랑특보 시 결항. 방문 전 운항 확인 필요,,UNKNOWN
P314,도령모루,문화·전시,문화유산,문화공간,Place,SPOT,LOCAL,관람,문화,도로명주소 미보유,제주특별자치도 제주시 용담이동 1805,33.49636,126.493835,실외,OUTDOOR,300,UNKNOWN,안내시설,UNKNOWN,불특정다수(1): 시설/차량충돌(1) / 지역주민(1): 시설/차량충돌(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P315,9연대 본부 옛터,문화·전시,문화유산,역사유적,Place,SPOT,LOCAL,관람,역사문화,제주특별자치도 서귀포시 대정읍 일주서로 2497,제주특별자치도 서귀포시 대정읍 상모리 3392-3,33.229118,126.262788,실외,OUTDOOR,122,UNKNOWN,UNKNOWN,"낙상(24), 교통사고(13), 기타 둔상(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P316,고내봉(고내오름+고니오름+ 망오름),자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소 미보유,제주특별자치도 제주시 애월읍 고내리 산 3-1,33.459949,126.342058,실외,OUTDOOR,2000,UNKNOWN,화장실+쉼터,"교통사고(26), 낙상(24), 기타 둔상(8)",불특정다수(1): 교통위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P317,용담레포츠공원,자연관광,숲·공원,공원,Place,SPOT,LOCAL,산책·관람,"자연경관,휴식",제주특별자치도 제주시 서해안로 580,제주특별자치도 제주시 용담삼동 1089,33.517963,126.49961,실외,OUTDOOR,3000,160,주차장+화장실+쉼터,UNKNOWN,지역주민(1): 익수위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P318,월령포구,자연관광,해양,포구,Place,SPOT,LOCAL,경관감상·산책,"해양경관,야외",도로명주소 미보유,제주특별자치도 제주시 한림읍 월령리 317,33.37863,126.21653,실외,OUTDOOR,800,UNKNOWN,주차장+화장실+쉼터,UNKNOWN,"관광객(1): 익수위험(1) / 미상(2): 시설위험(2) / 지역주민(2): 익수위험(1), 미끄럼/낙상(1)",UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P319,제주올레 1코스,자연관광,트레일·산책로,올레길,Place,SPOT,LOCAL,산책·트레킹,"도보,장거리트레킹",도로명주소 미보유,제주특별자치도 서귀포시 성산읍 오조리 396-1,33.471925,126.915079,실외,OUTDOOR,5000,0,안내소+화장실+안전시설+쉼터+안내시설,"교통사고(10), 낙상(10), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P320,화북환해장성,문화·전시,문화유산,역사유적,Place,SPOT,LOCAL,관람,역사문화,도로명주소 미보유,제주특별자치도 제주시 화북일동 4373,33.5202191,126.5654656,실외,OUTDOOR,500,UNKNOWN,안내시설,UNKNOWN,,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P321,산방산 용머리해안 지질트레일A코스,자연관광,트레일·산책로,해안산책로,Place,SPOT,RELATED·LOCAL,산책·트레킹,"도보,트레킹",도로명주소미보유,제주특별자치도 서귀포시 안덕면 사계리 112-3,33.2334821,126.3146305,실외,OUTDOOR,4000,60,주차장+화장실+편의점+음수대+안내시설+매표소,"낙상(49), 교통사고(31), 추락(7)",불특정다수(1): 교통위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P322,새섬,자연관광,해양,해안경관,Area,AREA,LOCAL,경관감상·산책,"해양경관,야외",도로명주소미보유,제주특별자치도 서귀포시 서홍동 707-5,33.23647274,126.5615906,실외,OUTDOOR,4000,60,주차장+화장실+안내시설,"낙상(24), 교통사고(22), 기타 둔상(4)","지역주민(2): 익수위험(1), 해양위험(1)",UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P323,소수산봉(족은물뫼),자연관광,산·오름,오름,Place,SPOT,LOCAL,등산·트레킹,"전망,등산",도로명주소미보유,제주특별자치도 서귀포시 성산읍 고성리 887,33.436866,126.912064,실외,OUTDOOR,300,UNKNOWN,UNKNOWN,"낙상(94), 교통사고(37), 기타 둔상(20)",미상(1): 화재/폭발(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P324,오조리조개체험어장,체험·레저,액티비티,액티비티,Activity,VENUE,GENERAL,체험·관람,체험,도로명주소 미보유,제주특별자치도 서귀포시 성산읍 오조리 2-3,33.468596,126.9242488,실외,OUTDOOR,1000,UNKNOWN,안내시설,"교통사고(10), 낙상(10), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P325,제주올레 16코스,자연관광,트레일·산책로,올레길,Place,SPOT,LOCAL,산책·트레킹,"도보,장거리트레킹",도로명주소 미보유,제주특별자치도 제주시 애월읍 고내리 1111-2,33.466846,126.338134,실외,OUTDOOR,5000,0,화장실+안전시설+안내소+쉼터+안내시설,"교통사고(26), 낙상(24), 기타 둔상(8)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P326,제주올레 21코스,자연관광,트레일·산책로,올레길,Place,SPOT,LOCAL,산책·트레킹,"도보,장거리트레킹",도로명주소 미보유,제주특별자치도 제주시 구좌읍 하도리 32041,33.523523,126.863485,실외,OUTDOOR,3000,UNKNOWN,화장실+안전시설+안내소+쉼터+안내시설,"낙상(24), 교통사고(7), 열상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P327,터진목&성산면 4.3희생자 유령비,문화·전시,문화유산,문화공간,Place,SPOT,LOCAL,관람,문화,도로명주소미보유,제주특별자치도 서귀포시 성산읍 고성리 276,33.453864740206,126.923806802836,실외,OUTDOOR,300,0,UNKNOWN,"낙상(94), 교통사고(37), 기타 둔상(20)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P328,곽지패총,문화·전시,문화유산,문화공간,Place,SPOT,LOCAL,관람,문화,도로명주소 미보유,제주특별자치도 제주시 애월읍 곽지리 2043-1,33.445585,126.30717,실외,OUTDOOR,500,UNKNOWN,안내시설,"낙상(18), 교통사고(15), 기타 둔상(6)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P329,제주올레 5코스,자연관광,트레일·산책로,올레길,Place,SPOT,LOCAL,산책·트레킹,"도보,장거리트레킹",제주특별자치도 서귀포시 남원읍 남태해안로 140,제주특별자치도 서귀포시 남원읍 남원리 916,33.277827,126.719843,실외,OUTDOOR,5000,0,화장실+안전시설+안내소+쉼터+안내시설,"낙상(31), 교통사고(19), 기타 둔상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P330,천지연기정길,자연관광,자연경관,일반자연관광,Place,SPOT,RELATED·LOCAL,경관감상·산책,"자연경관,야외",도로명주소 미보유,제주특별자치도 서귀포시 서귀동 961-33,33.247168,126.5548865,실외,OUTDOOR,3000,50,주차장+화장실+음수대+안내시설,"낙상(91), 교통사고(37), 상해(25)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P331,한림항,교통시설,항만,항만,Place,SPOT,CENTRAL,이동·환승,교통거점,도로명주소미보유,제주특별자치도 제주시 한림읍 한림리 1328-15,33.41244,126.255686,실외,OUTDOOR,3000,100,주차장+화장실+대합실,"교통사고(19), 낙상(19), 열상(8)","관광객(1): 익수위험(1) / 지역주민(5): 추락(3), 교통위험(1), 익수위험(1)",UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P332,현사포구,자연관광,해양,포구,Place,SPOT,LOCAL,경관감상·산책,"해양경관,야외",도로명주소 미보유,제주특별자치도 제주시 이호1동,33.497562,126.44952,실외,OUTDOOR,326,UNKNOWN,화장실+주차장+쉼터,UNKNOWN,지역주민(1): 원인불명확(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P333,남두연대,문화·전시,문화유산,역사유적,Place,SPOT,LOCAL,관람,역사문화,도로명주소 미보유,제주특별자치도 제주시 애월읍 신엄리 2780-1,33.479107,126.358537,실외,OUTDOOR,500,UNKNOWN,안내시설,"교통사고(38), 낙상(18), 열상(8)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P334,도두해안도로,자연관광,트레일·산책로,해안산책로,Area,AREA,LOCAL,산책·트레킹,"도보,해안경관",도로명주소 미보유,제주특별자치도 제주시 도두이동 706-3,33.510446,126.482366,실외,OUTDOOR,5000,UNKNOWN,쉼터,UNKNOWN,,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P335,모충사,문화·전시,문화유산,문화공간,Place,SPOT,LOCAL,관람,문화,제주특별자치도 제주시 사라봉길 75,제주특별자치도 제주시 건입동 426,33.518872,126.544288,실외,OUTDOOR,800,45,주차장+화장실,"낙상(45), 교통사고(31), 열상(9)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P336,성산오조리해안,자연관광,해양,해안경관,Area,AREA,LOCAL,경관감상·산책,"해양경관,야외",제주특별자치도 서귀포시 성산읍 한도로,제주특별자치도 서귀포시 성산읍 오조리 2210,33.4687304,126.9223676,실외,OUTDOOR,3000,UNKNOWN,UNKNOWN,"교통사고(10), 낙상(10), 기타 둔상(3)",불특정다수(1): 교통위험(1) / 지역주민(1): 추락(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P337,안덕면 사계어촌계,자연관광,자연경관,일반자연관광,Place,SPOT,LOCAL,경관감상·산책,"자연경관,야외",제주특별자치도 서귀포시 안덕면 형제해안로 13-1,제주특별자치도 서귀포시 안덕면 사계리 2147-30,33.228084,126.304598,실외,OUTDOOR,3000,70,주차장+화장실+안전시설+안내시설,"낙상(49), 교통사고(31), 추락(7)",관광객(1): 미끄럼/낙상(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P338,어영공원,자연관광,숲·공원,공원,Place,SPOT,LOCAL,산책·관람,"자연경관,휴식",제주특별자치도 제주시 서해안로 452,제주특별자치도 제주시 용담삼동 2396,33.51805,126.487169,실외,OUTDOOR,3000,60,주차장+화장실+쉼터,"낙상(20), 교통사고(12), 열상(5)","미상(2): 익수위험(1), 야간위험(1)",UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P339,월령선인장군락지,자연관광,자연경관,일반자연관광,Place,SPOT,LOCAL,경관감상·산책,"자연경관,야외",도로명주소미보유,제주특별자치도 제주시 한림읍 월령리 359-3,33.377865,126.21586,실외,OUTDOOR,1000,UNKNOWN,주차장+화장실+안내시설,"낙상(10), 교통사고(3), 동물/곤충(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P340,협재포구,자연관광,해양,포구,Place,SPOT,RELATED·LOCAL,경관감상·산책,"해양경관,야외",도로명주소 미보유,제주특별자치도 제주시 한림읍 협재리 2171-3,33.3870124,126.245988,실외,OUTDOOR,388,180,주차장+화장실,"낙상(51), 교통사고(23), 기타 둔상(5)","지역주민(3): 추락(1), 익수위험(1), 기상위험(1) / 종사자(1): 해양사고(1)",UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P341,대정해변(하모해변),자연관광,해양,해변,Place,SPOT,LOCAL,산책·해변활동,"해양경관,야외",도로명주소 미보유,제주특별자치도 서귀포시 대정읍 하모리 2121,33.222619,126.2539365,실외,OUTDOOR,200,25,주차장+화장실,"낙상(29), 상해(10), 교통사고(9)",불특정다수(1): 기상위험(1) / 종사자(1): 익수위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P342,샛도리물,자연관광,자연경관,일반자연관광,Place,SPOT,LOCAL,경관감상·산책,"자연경관,야외",도로명주소미보유,제주특별자치도 제주시 삼양일동 1938-9,33.5294857,126.5894095,실외,OUTDOOR,500,0,화장실+안내시설,UNKNOWN,,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P343,삼양검은모래축제,문화·전시,축제·행사,지역행사,Event,EVENT,LOCAL,행사참여·관람,"행사,체험",도로명주소미보유,제주특별자치도 제주시 삼양이동 1965-1,33.5256376,126.5841005,실외,OUTDOOR,10000,20,주차장+화장실,UNKNOWN,미상(1): 시설위험(1),UNKNOWN,,,,,,,,,,,○,7,8,,SEASONAL_ONLY,삼양 검은모래 해변 하절기 개최,N,"2026년 구체 일정 미공표 — 개최 시기만 추정, 추천 제외",,,,UNKNOWN
P344,서귀포 문화원,문화·전시,문화유산,역사유적,Place,SPOT,LOCAL,관람,역사문화,제주특별자치도 서귀포시 동홍로 30 1층 서귀포문화원,제주특별자치도 서귀포시 동홍동 396-1,33.2508757047074,126.568737527574,실외,OUTDOOR,547,30,주차장+화장실+안내시설,"교통사고(25), 낙상(22), 기타 둔상(5)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P345,심헌갤러리,문화·전시,전시시설,미술관,Place,SPOT,GENERAL,관람,"문화,실내관람",제주특별자치도 제주시 아란14길 3,제주특별자치도 제주시 아라일동 6075-3,33.470795,126.544126,실내,INDOOR,100,UNKNOWN,식음료시설+화장실+안내시설,UNKNOWN,,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P346,제주교육박물관,문화·전시,전시시설,박물관,Place,SPOT,GENERAL,관람,"문화,실내관람",제주특별자치도 제주시 오복 4길 25,제주특별자치도 제주시 이도이동 539-14,33.49451,126.53802,실내,INDOOR,360,UNKNOWN,주차장+화장실+식음료시설,UNKNOWN,,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P347,최남단방어축제,문화·전시,축제·행사,지역행사,Event,EVENT,LOCAL,행사참여·관람,"행사,체험",도로명주소미보유,제주특별자치도 서귀포시 대정읍 하모리 646-21,33.2097403,126.2576261,실외,OUTDOOR,50000,UNKNOWN,주차장+화장실+안내소,"낙상(29), 상해(10), 교통사고(9)",지역주민(1): 혼잡위험(1),UNKNOWN,,,,,,,,,,,○,11,12,,SEASONAL_ONLY,"최남단 방어 조업 성수기 연계, 모슬포항",N,"2026년 구체 일정 미공표 — 개최 시기만 추정, 추천 제외",,,,UNKNOWN
P348,금능석물원,문화·전시,전시시설,문화공간,Place,SPOT,RELATED·LOCAL,관람·산책,"석물,야외전시",제주특별자치도 제주시 한림읍 한림로 176,제주특별자치도 제주시 한림읍 금능리 1282-9,33.385142,126.227151,실외,OUTDOOR,2500,60,주차장+화장실+매표소+식음료시설,"낙상(27), 교통사고(17), 열상(9)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P349,송악산,자연관광,자연경관,일반자연관광,Place,SPOT,LOCAL,경관감상·산책,"자연경관,야외",제주특별자치도 서귀포시 대정읍 송악관광로 421-1,제주특별자치도 서귀포시 대정읍 상모리 131,33.2077142,126.2909893,실외,OUTDOOR,6000,UNKNOWN,주차장+화장실+안내시설,"낙상(95), 교통사고(65), 기타 둔상(18)",미상(1): 낙석/붕괴(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P350,제주불교성지 순례길 절로 가는길 - 지계의 길,자연관광,트레일·산책로,일반산책로,Place,SPOT,LOCAL,산책·트레킹,도보,제주특별자치도 제주시 서연길 10,제주특별자치도 제주시 연동 69-4,33.497364,126.50008,실외,OUTDOOR,2000,UNKNOWN,안내시설+쉼터,"낙상(141), 교통사고(71), 상해(32)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P351,김녕해안도로,자연관광,트레일·산책로,해안산책로,Area,AREA,CENTRAL·RELATED,도보·드라이브,드라이브·자연경관,제주특별자치도 제주시 구좌읍 해맞이해안로,제주특별자치도 제주시 구좌읍 월정리 1400-36,33.5323494,126.8476565,실외,OUTDOOR,10000,UNKNOWN,쉼터,"낙상(24), 교통사고(18), 동물/곤충(10)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P352,민속자연사박물관,문화·전시,전시시설,박물관,Place,SPOT,GENERAL,관람,"문화,실내관람",제주특별자치도 제주시 삼성로 40,제주특별자치도 제주시 일도이동 996-1,33.506485,126.53184,실내,INDOOR,3000,58,주차장+화장실+음수대+안내시설+엘리베이터+수유실,"낙상(13), 교통사고(6), 기타 둔상(2)",,UNKNOWN,,,,,2000,무료,8:30~18:00,연중무휴,1시간 30분~2시간,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P353,용담/용두암해안도로,자연관광,트레일·산책로,해안산책로,Area,AREA,CENTRAL·RELATED,도보·드라이브,"도보,해안경관",제주특별자치도 제주시 서해안로 687-8,제주특별자치도 제주시 용담이동 488-9,33.51556,126.51218,실외,OUTDOOR,5000,UNKNOWN,주차장+화장실,UNKNOWN,지역주민(1): 익수위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P354,제주해녀축제,문화·전시,축제·행사,지역행사,Event,EVENT,LOCAL,행사참여·관람,"행사,체험",제주특별자치도 제주시 구좌읍 해녀박물관길 26,제주특별자치도 제주시 구좌읍 하도리 3204-1,33.523525,126.86349,실외,OUTDOOR,15000,75,주차장+화장실+안내소,"낙상(24), 교통사고(7), 열상(4)",,UNKNOWN,,,,,,,,,,,○,9,9,,SEASONAL_ONLY,해녀문화 연계 행사,N,"2026년 구체 일정 미공표 — 개최 시기만 추정, 추천 제외",,,,UNKNOWN
P355,중문관광단지,자연관광,관광단지,복합관광단지,Area,AREA,CENTRAL·RELATED,휴양·관광,관광단지,제주특별자치도 서귀포시 중문관광로,제주특별자치도 서귀포시 중문동 2624-1,33.2449464,126.4189168,실외,OUTDOOR,30000,UNKNOWN,주차장+화장실,"낙상(52), 교통사고(27), 기타 둔상(9)",관광객(1): 익수위험(1) / 불특정다수(1): 화재/폭발(1) / 지역주민(1): 교통위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
P356,볼레낭길(보목포로),자연관광,자연경관,일반자연관광,Place,SPOT,LOCAL,경관감상·산책,"자연경관,야외",제주특별자치도 서귀포시 보목포로,제주특별자치도 서귀포시 보목동 274-5,33.2413543115541,126.614287935998,실외,OUTDOOR,2000,75,주차장+화장실+쉼터+안내시설,"낙상(11), 교통사고(8), 기타 둔상(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,UNKNOWN
