accidentId,placeId,roadId,locationType,locationText,articleText,date,visitMonth,season,timeSlot,weather,crowdLevel,hazardType,victimType,severity,accessibility,risk_id,latitude,longitude,tempMax,tempMin,windSpeed,rainfall,airTemp,humidity,source,sourceDetail,newsPlaceCode,matchType
AE_NEWS_0143,P145,,PLACE,문섬(서귀포해양도립공원),스쿠버다이빙 강습받던 40대 익사 사고,2026-04-20,4월,봄,오후,,,익수위험,지역주민,FATAL,,RP_DROWN_01,33.247141,126.564055,,,,,,,news,"경향신문, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01100101.20260420180026001",P154,EXACT
AE_NEWS_0144,P145,,PLACE,문섬(서귀포해양도립공원),"스쿠버다이빙 중 갑자기 의식 잃고 구조, 응급조치 후 회복(원인불명확)",2021-05-28,5월,봄,오후,,,해양(익수위험),,RESCUED,,RP_DROWN_01,33.2263146,126.5658877,,,,,,,news,"제주의소리, https://www.jejusori.net/news/articleView.html?idxno=329832",P154,EXACT
AE_NEWS_0145,P145,,PLACE,문섬(서귀포해양도립공원),"수면 상승 중 선박 스크루에 빨려 들어가 부상, 병원 이송 후 사망",2021-12-11,12월,겨울,오후,,,해양,관광객,FATAL,,RP_DROWN_01,33.2263146,126.5658877,,,,,,,news,"제주매일, https://www.jejumaeil.net/news/articleView.html?idxno=309609",P154,EXACT
AE_NEWS_0146,P004,,PLACE,함덕백사장&서우봉,서우봉 해변 인근 해상에서 모터보트 침수되 운항 불가하다는 신고 접수,2024-05-07,5월,봄,오후,높은파도,,익수위험,지역주민,RESCUED,,RP_DROWN_01,33.543746,126.668845,,,,,,,news,"아시아경제, https://www.asiae.co.kr/article/2024050714292795355?utm_source=copy&utm_medium=copy&utm_campaign=share_btn&utm_content=20260612",P155,ALIAS
AE_NEWS_0147,P147,,PLACE,함덕오일장,조천읍 함덕리서 20대 관광객이 음주 상태로 렌터카 몰다 건물 1층 약국 들이받음,2026-05-13,9월,가을,시간불명,무관,,음주운전,관광객,PROPERTY,,,33.541721,126.666194,,,,,,,news,"파이낸셜뉴스, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=02100501.20260513133837001",P156,EXACT
AE_NEWS_0148,P153,,PLACE,사계항,태풍 마이삭 강풍·폭우로 사계항 정박 모터보트 침몰,2020-09-03,9월,가을,오후,태풍,,기상(강풍),,PROPERTY,,RP_WIND_01,33.2275244,126.3068195,,,,,,,news,"연합뉴스, https://www.yna.co.kr/view/AKR20200903012200056",P162,EXACT
AE_NEWS_0149,P153,,PLACE,사계항,"주차브레이크 미설정 추정 순찰차가 어선 위로 추락, 인명피해 없음",2021-06-08,6월,여름,오전,,,시설/인프라(교통위험),,PROPERTY,,RP_TRAFFIC_01,33.2275244,126.3068195,,,,,,,news,"JIBS 제주방송, https://www.jibs.co.kr/news/articles/articlesDetail/15932",P162,EXACT
AE_NEWS_0150,P160,,PLACE,탑동,제주항 서부두 테트라포드서 미끌 30대 여성 추락,2024-11-06,11월,겨울,오전,,,미끄럼,지역주민,RESCUED,,RP_SLIP_TERRAIN,33.51828,126.5282,,,,,,,news,"제주뉴스, http://www.jejunews.biz/news/articleView.html?idxno=87586",P170,EXACT
AE_NEWS_0151,P160,,PLACE,탑동,제주 탑동광장 무질서 반복,2024-06-10,6월,여름,,무관,,무질서위험,불특정다수,NONE,,,33.51828,126.5282,,,,,,,news,"한라일보, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01700201.20240610170114002",P170,EXACT
AE_NEWS_0152,P161,,PLACE,탑동해변공연장,제주 탑동 해상서 30대 익수 사고로 중태,2024-06-03,6월,여름,오전,,,익수위험,지역주민,SEVERE,,RP_DROWN_01,33.518116,126.524185,,,,,,,news,"뉴시스, https://www.newsis.com/view/?id=NISX20240603_0002758322&cID=10813&pID=10800",P171,EXACT
AE_NEWS_0153,P162,,PLACE,신양섭지해수욕장,신양섭지해수욕장에서 물에 빠진 60대 여성이 심정지 상태로 구조,2024-07-07,7월,여름,오전,,,해양(익수위험),,FATAL,,RP_DROWN_01,33.434809,126.923021,,,,,,,news,"뉴스1, https://v.daum.net/v/20240707085951720?f=p",P173,EXACT
AE_NEWS_0154,P165,,PLACE,표선세화해안도로,"태풍, 강풍 때 보행자 안전 위협하는 야자수, 다른 나무로 대체",2024-11-05,11월,가을,,강풍,,강풍,불특정다수,UNKNOWN,,RP_WIND_01,33.3275,126.826,,,,,,,news,"매일경제, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=02100101.20241105210012001",P177,EXACT
AE_NEWS_0155,P562,,PLACE,고성신양해녀의길,"태풍 북상 중 섭지해녀의집 앞 해상에서 물질하다 익수, 심정지 상태로 구조",2020-09-01,9월,가을,오전,태풍,,해양(익수위험),종사자(상인/근로자),SEVERE,,RP_DROWN_01,33.4344998,126.9260799,,,,,,,news,"BBS뉴스, https://news.bbsi.co.kr/news/articleView.html?idxno=3002936",P179,EXACT
AE_NEWS_0156,P178,,PLACE,중문오일장,서귀포시 민속오일장 일대에서 음주단속 중 차와 자전거 사고,2024-07-20,7월,여름,오후,,,교통위험,불특정다수,SEVERE,,RP_TRAFFIC_01,33.250856,126.424207,,,,,,,news,"국제뉴스, https://www.gukjenews.com/news/articleView.html?idxno=3048371",P190,EXACT
AE_NEWS_0157,P201,,PLACE,샘이오름(세미오름),양하 채취 중 우거진 풀숲에서 길을 잃은 일가족 3명 구조,2023-09-15,9월,가을,오후,,,길잃음,불특정다수,RESCUED,,RP_LOST_01,33.47172188,126.6686065,,,,,,,news,"뉴스핌, https://www.newspim.com/news/view/20230915000789",P198,PARTIAL2
AE_NEWS_0158,P195,,PLACE,한담해변,"물놀이 중 입수객 3명 중 1명 실종 신고, 해경 헬기로 구조",2021-05-26,5월,봄,오후,,,해양(익수위험),관광객,RESCUED,,RP_DROWN_01,33.459057,126.310599,,,,,,,news,"더팩트, https://m.tf.co.kr/amp/national/1863769.htm",P210,EXACT
AE_NEWS_0159,P195,,PLACE,한담해변,"산책로 절벽 일부 붕괴로 2톤 바위 추락, 인명피해 없음",2021-06-18,6월,여름,오후,,,자연환경(낙석),,NONE,,RP_ROCKFALL_01,33.459057,126.310599,,,,,,,news,"제주일보, https://www.jejunews.com/news/articleView.html?idxno=2183183",P210,EXACT
AE_NEWS_0160,P195,,PLACE,한담해변,물놀이 중 강한 조류·이안류에 떠밀려 1명 사망·1명 실종,2022-08-12,8월,여름,오후,,,해양(이안류),관광객,FATAL,,RP_DROWN_01,33.459057,126.310599,,,,,,,news,"헤드라인제주, https://www.headlinejeju.co.kr/news/articleView.html?idxno=493872",P210,EXACT
AE_NEWS_0161,P196,,PLACE,용연(용연구름다리),음주 후 야간 수영 중 물에 빠져 바다 쪽으로 밀려가다 구조,2020-07-28,7월,여름,야간,,,음주/해양(익수위험),,RESCUED,,RP_DROWN_01,33.514877,126.514384,,,,,,,news,"헤드라인제주, https://www.headlinejeju.co.kr/news/articleView.html?idxno=423445",P212,EXACT
AE_NEWS_0162,P201,,PLACE,세미오름(샘이오름),고사리 꺽기에 나선 60대 남성 세미오름 인근서 실종,2024-04-04,4월,봄,오후,,,길잃음,지역주민,FATAL,,RP_LOST_01,33.251474,126.41692,,,,,,,news,"매일경제, https://www.mk.co.kr/news/society/10982282",P217,EXACT
AE_NEWS_0163,P201,,PLACE,세미오름(샘이오름),폭우 속 3시간 헤맨 80대 고사리 채취객 구조,2026-06-25,6월,여름,오후,,,길잃음,지역주민,UNKNOWN,,RP_LOST_01,33.251474,126.41692,,,,,,,news,"제주뉴스, http://www.jejunews.biz/news/articleView.html?idxno=103482",P217,EXACT
AE_NEWS_0164,P202,,PLACE,자구리공원,인근해상에서 물질 중 70대 해녀가 물에 빠져 허우적거리다 해경에 구조,2023-03-16,3월,봄,오전,,,해양(익수위험),지역주민,RESCUED,,RP_DROWN_01,33.241597,126.566899,,,,,,,news,"뉴스제주, https://www.newsjeju.net/news/articleView.html?idxno=387221",P218,EXACT
AE_NEWS_0165,P204,,PLACE,보목포구,보목포구 인근 해안가에서 물에 빠진 여성 심정지 상태로 구조,2026-06-20,6월,여름,오후,,,해양(익수위험),지역주민,FATAL,,RP_DROWN_01,33.23922,126.60676,,,,,,,news,"파이낸셜뉴스(뉴시스), https://www.fnnews.com/news/202606201641423808",P220,EXACT
AE_NEWS_0166,P204,,PLACE,보목포구,"물놀이 중 물에 빠져 의식 잃고 표류, 병원 이송 후 사망(원인불명확)",2023-08-07,8월,여름,오후,,,해양(익수위험),지역주민,FATAL,,RP_DROWN_01,33.2391235,126.6077209,,,,,,,news,"한라일보, https://m.ihalla.com/article.php?aid=1691375665745466044",P220,EXACT
AE_NEWS_0167,P204,,PLACE,보목포구,"보목포구 인근 다리에서 5m 아래 추락, 갈비뼈·요추 골절(원인불명확)",2020-03-31,3월,봄,오후,,,지형/노면(낙상),,SEVERE,,RP_SLIP_TERRAIN,33.2391235,126.6077209,,,,,,,news,"제주일보, https://www.jejunews.com/news/articleView.html?idxno=2160521",P220,EXACT
AE_NEWS_0168,P001,,PLACE,제주국제공항(정뜨르비행장) 3(활주로),"엔진 이상 경고등에 이륙 중 급제동, 타이어 파손·활주로 폐쇄",2024-08-27,8월,여름,야간,,,타이어파손,불특정다수,MINOR,,,33.5070711,126.4916441,,,,,,,news,"연합뉴스, https://www.yna.co.kr/view/AKR20240827048200056",P224,PARTIAL
AE_NEWS_0169,P216,,PLACE,넙게오름,"서귀포시, 오름 16곳 탐방로 정비, 4월부터 일부 탐방로 통제",2026-03-23,3월,봄,시간불명,,,안전시설,불특정다수,NONE,,,33.288921,126.319042,,,,,,,news,"헤드라인제주, https://www.headlinejeju.co.kr/news/articleView.html?idxno=589161",P233,EXACT
AE_NEWS_0170,P218,,PLACE,금능포구,선글라스 주우려다 금능포구서 바다로 추락한 50대 부상,2025-07-09,7월,여름,오전,,,낙상,지역주민,SEVERE,,RP_SLIP_TERRAIN,33.3897,126.2282,,,,,,,news,"제주도민일보, https://www.jejudomin.co.kr/news/articleView.html?idxno=312460&utm_source=chatgpt.com",P235,EXACT
AE_NEWS_0171,P218,,PLACE,금능포구,"내리막길 기어 중립 진술 렌터카가 해상 추락, 탑승자 2명 경상",2021-03-28,3월,봄,오후,,,시설/인프라(교통위험),,MINOR,,RP_TRAFFIC_01,33.3911783,126.2261616,,,,,,,news,"헤드라인제주, https://www.headlinejeju.co.kr/news/articleView.html?idxno=445051",P235,EXACT
AE_NEWS_0172,P220,,PLACE,애월한담해안산책로,낙석 발생 해안 산책로 일부 구간 첫 폐쇄,2024-03-12,3월,봄,시간불명,,,낙석,불특정다수,NONE,,RP_ROCKFALL_01,33.459057,126.310599,,,,,,,news,"JIBS뉴스, https://www.jibs.co.kr/news/replay/viewNewsReplayDetail/2024031220584144303?feed=na",P237,EXACT
AE_NEWS_0173,P220,,PLACE,애월한담해안산책로,"폭우로 지반 약해져 한담해안산책로 절벽 바위 추락, 인명피해 없음",2023-05-11,5월,봄,오후,,,자연환경(낙석),,NONE,,RP_ROCKFALL_01,33.459057,126.310599,,,,,,,news,"파이낸셜뉴스(뉴스1), https://www.fnnews.com/news/202305111740384928",P237,EXACT
AE_NEWS_0174,P222,,PLACE,아이리스촬영지(하얀등대),제주 추자도 해상서 어선 전복·좌초 사고 잇따라 (원인불명확),2024-02-27,2월,봄,오전,,,파고,지역주민,PROPERTY,,RP_WAVE_02,33.326494,126.831638,,,,,,,news,"제주의소리, https://www.jejusori.net/news/articleView.html?idxno=424332",P239,EXACT
AE_NEWS_0175,P223,,PLACE,영주산,영주산 인근 밭에서 고사리 채취하던 70대 여성 길잃음,2026-05-08,5월,봄,오후,,,길잃음,지역주민,RESCUED,,RP_LOST_01,33.326494,126.831638,,,,,,,news,"KBS뉴스, https://news.kbs.co.kr/news/pc/view/view.do?ncd=8555923&ref=A",P240,EXACT
AE_NEWS_0176,P223,,PLACE,영주산,영주산 일대에서 혼자 고사리 채취 중 길잃음,2025-04-13,4월,봄,오후,,,길잃음,지역주민,RESCUED,,RP_LOST_01,33.326494,126.831638,,,,,,,news,"JIBS뉴스, https://www.jibs.co.kr/news/articles/articlesDetail/46305?feed=na",P240,EXACT
AE_NEWS_0177,P225,,PLACE,제주성지 1(제이각 석축),"배수시설 없는 노후 석축 모서리 두 차례 붕괴, 탐방로 출입 제한",2026-01-13,1월,겨울,시간불명,,,시설/인프라(안전시설부족),,PROPERTY,,,33.5098772,126.5265882,,,,,,,news,"제주의소리, https://v.daum.net/v/3A7FxK71Yp?f=p",P242,PARTIAL
AE_NEWS_0178,P232,,PLACE,산지천축제,산지천 용진교 부근에 빠진 70대 구조 후 사망(원인불명확),2023-08-29,8월,여름,야간,,,해양(익수위험),,FATAL,,RP_DROWN_01,33.5166321,126.5305542,,,,,,,news,"연합뉴스, https://www.yna.co.kr/view/AKR20230829026800056",P249,EXACT
AE_NEWS_0179,P232,,PLACE,산지천축제,산지천에 빠진 50대 남성 구조 후 병원 이송됐으나 사망(원인불명확),2021-01-07,1월,겨울,오후,,,해양(익수위험),,FATAL,,RP_DROWN_01,33.5151138,126.5289439,,,,,,,news,"헤드라인제주, https://www.headlinejeju.co.kr/news/articleView.html?idxno=438198",P249,EXACT
AE_NEWS_0180,P233,,PLACE,서귀포 하영올레 1(정모시 쉼터),"하영올레 2코스 정모시 쉼터 근처 암반 조각 낙석, 일부 구간 폐쇄",2023-10-12,10월,가을,시간불명,,,자연환경(낙석),,NONE,,RP_ROCKFALL_01,33.2464421,126.5717299,,,,,,,news,"제주MBC, https://jejumbc.com/NewsArticle/179820",P250,PARTIAL
AE_NEWS_0181,P234,,PLACE,소남머리,서귀포시 소남머리 인근 해상에서 익수사고 발생,2024-04-06,4월,봄,오전,,,익수위험,,RESCUED,,RP_DROWN_01,33.243431,126.569666,,,,,,,news,"연합뉴스, https://www.yna.co.kr/view/AKR20240406025600056?input=copy",P251,EXACT
AE_NEWS_0182,P238,,PLACE,도두봉,"도두봉서 불, 폭죽 불씨 튀어",2024-05-04,5월,봄,오후,무관,,화재위험,,NONE,,RP_FIRE_01,33.506984,126.468448,,,,,,,news,"한라일보, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01700201.20240504000035001",P255,EXACT
AE_NEWS_0183,P239,,PLACE,도두항,도두항 북방파제 인근에서 SUV가 바다로 추락해 구조된 운전자가 병원 이송 후 사망,2021-01-14,1월,겨울,야간,,,시설/인프라(교통위험),불특정다수,FATAL,,RP_TRAFFIC_01,33.507985,126.466405,,,,,,,news,"한라일보, https://s1.ihalla.com/read.php3?aid=1610610221700693044",P256,EXACT
AE_NEWS_0184,P239,,PLACE,도두항,도두항서 5미터 떨어진 해상에서 노무라입깃해파리 발견,2024-07-02,7월,여름,,,,노무라입깃해파리,불특정다수,UNKNOWN,,,33.507985,126.466405,,,,,,,news,"KBS, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=08100101.20240701220524001",P256,EXACT
AE_NEWS_0185,,,UNRESOLVED,웃밤오름,웃밤오름 인근 숲길에서 고사리를 채취하던 2명이 길을 잃음,2026-04-20,4월,봄,오후,,,길잃음,지역주민,RESCUED,,RP_LOST_01,33.4773347,126.7154228,,,,,,,news,"연합뉴스, https://www.yna.co.kr/view/AKR20260420107000056",P257,
AE_NEWS_0186,P247,,PLACE,월정리해안도로,월정리 해안 산책로 난간 부서져 관광객 2명 추락,2024-05-25,5월,봄,시간불명,무관,,시설노후,관광객,SEVERE,,,33.556642,126.794961,,,,,,,news,"KBS뉴스, https://news.kbs.co.kr/news/pc/view/view.do?ncd=7972033&ref=A",P264,EXACT
AE_NEWS_0187,P250,,PLACE,이호테우해수욕장,음주 상태로 야간 수영을 하던 사람이 이호테우해수욕장 서쪽 방파제 인근 해상에 빠졌다가 해경에 구조,2020-07-28,7월,여름,야간,,,음주/해양(익수위험),불특정다수,RESCUED,,RP_DROWN_01,33.497896,126.452824,,,,,,,news,"파이낸셜뉴스, https://www.fnnews.com/news/202007282307256405",P268,EXACT
AE_NEWS_0188,P250,RS_ILJU_E,PLACE,이호테우해수욕장,이호테우해변 입구 사거리 인근 일주도로에서 차량 2대와 오토바이 3대가 연쇄 추돌해 3명이 중경상,2024-05-27,5월,봄,오후,,,시설/인프라(교통위험),불특정다수,SEVERE,,RP_TRAFFIC_01,33.498551,126.456521,,,,,,,news,"파이낸셜뉴스, https://www.fnnews.com/news/202405271802105622",P268,EXACT
AE_NEWS_0189,P251,,PLACE,정주항,운전미숙 추정으로 관광객 4명이 탄 렌터카가 정주항 바다로 추락했으나 모두 자력 탈출,2021-05-27,5월,봄,야간,,,시설/인프라(교통위험),관광객,NONE,,RP_TRAFFIC_01,33.5471723,126.6607836,,,,,,,news,"뉴시스, https://www.newsis.com/view/NISX20210527_0001455032",P269,EXACT
AE_NEWS_0190,P253,,PLACE,상추자마을길 1(상추자항 인근 해상),상추자항 인근 해상에서 좌초 신고한 어선이 전복돼 승선원 8명이 해경·인근 어선에 구조되거나 자력 탈출,2024-02-27,2월,겨울,오전,,,해양,종사자(상인/근로자),RESCUED,,RP_DROWN_01,33.9626,126.2947,,,,,,,news,"연합뉴스, https://www.yna.co.kr/view/AKR20240227065000056",P271,PARTIAL
AE_NEWS_0191,P253,,PLACE,상추자마을길 2(상추자항 방파제),상추자항 방파제에서 30대 관광객이 테트라포드 아래로 추락해 민간어선 바스켓으로 구조 후 병원 이송,2026-02-18,2월,겨울,야간,,,지형/노면(낙상),관광객,SEVERE,,RP_SLIP_TERRAIN,33.9626,126.2947,,,,,,,news,"뉴시스, https://mobile.newsis.com/view_amp.html?ar_id=NISX20260218_0003517542",P271,PARTIAL
AE_NEWS_0192,P254,,PLACE,시크릿가든촬영지(씨에스호텔),씨에스호텔 객실 인근 보일러실에서 불이 나 투숙객 40명이 대피했고 부상자는 없었음,2025-07-03,7월,여름,오전,,,화재위험,관광객,NONE,,RP_FIRE_01,33.242905,126.42043,,,,,,,news,"YTN, https://www.ytn.co.kr/_ln/0103_202507030655247611",P272,PARTIAL
AE_NEWS_0193,P255,,PLACE,부대악오름,안전사고 발생 우려와 시설 정비로 부대오름 출입이 통제,2025-07-01,7월,여름,시간불명,,,시설/인프라(안전시설부족),불특정다수,NONE,,,33.4475,126.70917,,,,,,,news,"제주일보, https://www.jejunews.com/news/articleView.html?idxno=2219230",P273,EXACT
AE_NEWS_0194,,,UNRESOLVED,검멀레해안,조업 중이던 소형 어선이 다른 어선과 충돌해 전복,2026-06-25,6월,여름,오후,,,해양사고,종사자(선원),RESCUED,,RP_DROWN_01,33.4981167,126.9666144,,,,,,,news,"헤드라인제주, https://www.headlinejeju.co.kr/news/articleView.html?idxno=595063",P275,
AE_NEWS_0195,P258,,PLACE,어리목계곡,"한라산국립공원 직원, 순찰 중 계곡 아래 추락",2024-10-30,10월,가을,오후,,,미끄럼,지역주민,SEVERE,,RP_SLIP_TERRAIN,33.389126,126.494219,,,,,,,news,"제주뉴스, http://www.jejunews.biz/news/articleView.html?idxno=87438",P276,EXACT
AE_NEWS_0196,P260,RS_1100,PLACE,한라산어리목코스,어리목 입구 인근 1100도로서 트럭-자전거 추돌,2025-09-10,9월,가을,오전,짙은안개,,내리막길,지역주민,RESCUED,,RP_FOG_02,33.392115,126.494571,,,,,,,news,"제주일보, http://www.jejunews.com/news/articleView.html?idxno=2220708",P278,EXACT
AE_NEWS_0197,P260,,PLACE,한라산어리목코스,한라산국립공원서 버너로 취사까지 불법 야영 적발,2024-08-19,8월,여름,야간,,,"산불위험, 야간위험",불특정다수,UNKNOWN,,,33.392115,126.494571,,,,,,,news,"세계일보, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01100701.20240819124731001",P278,EXACT
AE_NEWS_0198,P260,RS_1100,PLACE,한라산어리목코스,폭설로 1100도로 어리목 입구 삼거리에서 차량과 함께 고립된 관광객 7명이 전원 구조,2020-04-12,4월,봄,오후,폭설,,기상,관광객,RESCUED,,RP_SNOW_01,33.392115,126.494571,,,,,,,news,"연합뉴스, https://www.yna.co.kr/view/AKR20200412058500056",P278,EXACT
AE_NEWS_0199,P262,,PLACE,삼각봉,한라산 삼각봉 대피소 인근에서 20대 남성이 산행 중 구토와 가슴통증 호소,2026-02-14,2월,겨울,오후,,,무리산행,,UNKNOWN,경상,,33.40986,126.268046,,,,,,,news,"연합뉴스, https://www.yna.co.kr/view/AKR20260213067500056?input=copy",P280,EXACT
AE_NEWS_0200,P262,,PLACE,삼각봉,삼각봉 대피소 인근에서 등반객 심정지로 의식 잃고 쓰러짐,2026-06-08,6월,여름,오전,,,무리산행,관광객,UNKNOWN,중상,,33.40986,126.268046,,,,,,,news,"JIBS뉴스, https://www.jibs.co.kr/news/articles/articlesDetail/62156?feed=na",P280,EXACT
AE_NEWS_0201,P266,,PLACE,전농로 서사라문화거리,전농로에서 20대 관광객이 몰던 승용차 인도로 돌진,2024-07-04,7월,여름,오후,,,교통위험,관광객,PROPERTY,,RP_TRAFFIC_01,33.506634,126.522415,,,,,,,news,"머니투데이, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=02100201.20240704095116001",P284,EXACT
AE_NEWS_0202,P266,,PLACE,전농로 서사라문화거리,전농로에서 25톤 트럭이 안전 울타리가 설치도니 왕벚나무 가로수를 들이받음,2026-05-20,5월,봄,시간불명,,,교통위험,관광객,NONE,,RP_TRAFFIC_01,33.506634,126.522415,,,,,,,news,"제주의소리, https://www.jejusori.net/news/articleView.html?idxno=503061",P284,EXACT
AE_NEWS_0203,P280,,PLACE,우도 봉수대,해류와 풍랑에 떠밀린 북한 추정 목선 갯바위에서 발견,2026-03-04,3월,봄,오전,풍량/강풍,,강풍,,NONE,,RP_WIND_01,33.50685,126.95477,,,,,,,news,"노컷뉴스, https://v.daum.net/v/20260304185401637?f=p",P301,EXACT
AE_NEWS_0204,P281,,PLACE,신양포구,2021년 제14호 태풍 찬투 내습 당시 신양포구에 계류 중이던 레저보트 1척이 전복,2023-08-01,8월,여름,시간불명,태풍,,기상(강풍),,PROPERTY,,RP_WIND_01,33.4342,126.9246,,,,,,,news,"서귀포해양경찰서, https://www.kcg.go.kr/seoguipocgs/na/ntt/selectNttInfo.do?nttSn=47241",P302,EXACT
AE_NEWS_0205,P282,,PLACE,우도 비양도,우도 운행 스쿠터 갯바위로 추락 60대 부부 중상,2025-08-27,8월,여름,오후,,,"난간없음, 교통위험",,SEVERE,,RP_TRAFFIC_01,33.514858,126.968176,,,,,,,news,"제주매일, https://www.jejumaeil.net/news/articleView.html?idxno=349519",P304,EXACT
AE_NEWS_0206,P282,,PLACE,우도 비양도,비양도 펄랑못 인근에서 자전거와 보행자 충돌해 갯바위로 추락,2026-03-11,3월,봄,오후,,,교통위험,관광객,SEVERE,,RP_TRAFFIC_01,33.4093,126.2278,,,,,,,news,"KBS제주(Daum), https://v.daum.net/v/ZzBkc7RfWZ?f=p",P304,EXACT
AE_NEWS_0207,P284,,PLACE,범섬,범섬 북쪽 해상에서 스쿠버다이버 3명이 강한 조류에 휩쓸려 표류,2020-09-22,9월,가을,오후,강풍,,기상/해양(익수위험),불특정다수,RESCUED,,RP_DROWN_01,33.2180733,126.5166353,,,,,,,news,"연합뉴스(네이버뉴스), https://n.news.naver.com/article/001/0011901441?sid=102",P306,EXACT
AE_NEWS_0208,P284,,PLACE,범섬,범섬 북동쪽 해상에서 스쿠버다이빙 관광객 등 19명이 탄 요트가 침수,2021-08-11,8월,여름,오후,,,해양,관광객,RESCUED,,RP_DROWN_01,33.2180733,126.5166353,,,,,,,news,"제주MBC, https://jejumbc.com/NewsArticle/164147",P306,EXACT
AE_NEWS_0209,P284,,PLACE,범섬,파도로 전복·유실시키고 강한 조류와 바람에 관광객 5명이 범섬에 고립,2022-04-28,4월,봄,오후,강풍,,기상/해양,관광객,MINOR,,RP_DROWN_01,33.2180733,126.5166353,,,,,,,news,"뉴스핌, http://m.newspim.com/news/view/20220428001052",P306,EXACT
AE_NEWS_0210,P284,,PLACE,범섬,로프가 프로펠러에 걸려 추진 고정부가 파손되면서 요트가 침수,2022-06-19,6월,여름,주간,,,시설/인프라,근로자,RESCUED,,,33.2180733,126.5166353,,,,,,,news,"뉴스1(네이버뉴스), https://n.news.naver.com/article/421/0006165685?sid=102",P306,EXACT
AE_NEWS_0211,P284,,PLACE,범섬,카약을 타고 출항한 60대 낚시객이 범섬 인근 해상에서 심정지 상태로 발견,2023-09-18,9월,가을,오후,,,해양(익수위험),,FATAL,,RP_DROWN_01,33.2180733,126.5166353,,,,,,,news,"뉴시스(네이버뉴스), https://n.news.naver.com/article/003/0012095597?sid=102",P306,EXACT
AE_NEWS_0212,P287,,PLACE,화순금모래해수욕장,제주 화순항 테트라포드 고립 낚시객,2026-05-04,5월,봄,오후,,,미끄럼,지역주민,RESCUED,,RP_SLIP_TERRAIN,33.239594,126.33577,,,,,,,news,"아시아경제, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=02100801.20260504132403001",P309,EXACT
AE_NEWS_0213,P287,,PLACE,화순금모래해수욕장,낚시하러 테트라포드 위를 걷다 미끄러져 4~5m 추락,2022-02-18,2월,겨울,오후,,,지형/노면(미끄럼),지역주민,SEVERE,,RP_SLIP_TERRAIN,33.2354129,126.3346767,,,,,,,news,"제주매일, http://www.jejumaeil.net/news/articleView.html?idxno=311879",P309,EXACT
AE_NEWS_0214,P288,,PLACE,화순금모래해수욕장담수수영장,화순해수욕장에서 물에 빠진 40대 남성이 구조돼 병원으로 이송,2025-08-16,8월,여름,오후,,,해양(익수위험),지역주민,RESCUED,,RP_DROWN_01,33.24089,126.33382,,,,,,,news,"제주의소리, https://www.jejusori.net/news/articleView.html?idxno=438708",P310,EXACT
AE_NEWS_0215,P288,,PLACE,화순금모래해수욕장담수수영장,바다와 연결된 경사로가 미끄러워 승용차가 해상에 추락,2025-08-22,8월,여름,오후,,,미끄럼,,NONE,,RP_SLIP_TERRAIN,33.24089,126.33382,,,,,,,news,"제민일보, https://www.jemin.com/news/articleView.html?idxno=822003",P310,EXACT
AE_NEWS_0216,P290,,PLACE,중엄리새물,물놀이 중 바위 난간을 오르던 11세 관광객이 미끄러져 약 4m 아래 갯바위로 추락,2020-08-19,8월,여름,오후,,,지형/노면(미끄럼),관광객(어린이),SEVERE,,RP_SLIP_TERRAIN,33.4776087,126.3700585,,,,,,,news,"제주의소리, http://www.jejusori.net/news/articleView.html?idxno=319140",P313,EXACT
AE_NEWS_0217,P300,RS_HAEMAJI,PLACE,해맞이해안도로 1(종달리 해맞이해안로 구간),파도에 의한 토사 유실로 지반이 침하 안전펜스가 훼손 사고 위험이 제기,2020-07-17,7월,여름,시간불명,,,시설/인프라(안전시설부족),,PROPERTY,,,33.4976126,126.9121157,,,,,,,news,"제주뉴스, https://www.jejunews.biz/news/articleView.html?idxno=49013",P323,PARTIAL
AE_NEWS_0218,P300,,PLACE,해맞이해안도로 2(조천리 조천해안도로 구간),조천리 조천해안도로에서 만취한 20대 운전자의 승용차가 1m 아래 갯바위로 추락,2025-07-02,7월,여름,야간,,,음주/시설/인프라(교통위험),불특정다수,RESCUED,,RP_TRAFFIC_01,33.5451349,126.6381311,,,,,,,news,"제주의소리, https://www.jejusori.net/news/articleView.html?idxno=437546",P323,PARTIAL
AE_NEWS_0219,P304,,PLACE,애월해안도로,새벽 애월항 바다에 빠진 30대 남 구조,2025-12-24,12월,겨울,야간,,,야간위험,지역주민 ,RESCUED,,,33.46868,126.3244,,,,,,,news,제주뉴스. http://www.jejunews.biz/news/articleView.html?idxno=98157,P328,EXACT
